order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price,total_price
1667167,01-07-19,0,unknown,unknown,P1427,BRAND_F,1,873000,873000
1666885,01-07-19,15260,Bandung,Jawa Barat,P1813,BRAND_I,12,747000,8964000
1666810,01-07-19,16209,Yogyakarta,Yogyakarta,P1488,BRAND_G,12,590000,7080000
1666774,01-07-19,15073,Bekasi,Jawa Barat,P1423,BRAND_F,10,450000,4500000
1666915,01-07-19,15150,Jakarta Pusat,DKI Jakarta,P3660,BRAND_S,1,3494000,3494000
1667104,01-07-19,14498,Yogyakarta,Yogyakarta,P2775,BRAND_P,1,1325000,1325000
1666951,01-07-19,14156,Palangkaraya,Kalimantan Tengah,P3029,BRAND_R,10,590000,5900000
1667167,01-07-19,0,unknown,unknown,P2521,BRAND_P,2,3789000,7578000
1667167,01-07-19,0,unknown,unknown,P2617,BRAND_P,1,1458000,1458000
1666885,01-07-19,15260,Bandung,Jawa Barat,P3391,BRAND_S,6,1045000,6270000
1666954,01-07-19,17361,Bandung,Jawa Barat,P1236,BRAND_E,1,4475000,4475000
1666933,01-07-19,16520,Yogyakarta,Yogyakarta,P3216,BRAND_S,2,1325000,2650000
1667185,01-07-19,17252,Bogor,Jawa Barat,P2366,BRAND_O,1,1745000,1745000
1666906,01-07-19,13319,Yogyakarta,Yogyakarta,P1911,BRAND_J,10,695000,6950000
1666777,01-07-19,14215,Jakarta Timur,DKI Jakarta,P2953,BRAND_R,12,450000,5400000
1666945,01-07-19,14623,Jakarta Timur,DKI Jakarta,P0740,BRAND_C,1,1325000,1325000
1666951,01-07-19,14156,Palangkaraya,Kalimantan Tengah,P0927,BRAND_C,4,1465000,5860000
1666933,01-07-19,16520,Yogyakarta,Yogyakarta,P2507,BRAND_P,3,1465000,4395000
1666900,01-07-19,14534,Bandung,Jawa Barat,P4097,BRAND_W,1,1045000,1045000
1667167,01-07-19,0,unknown,unknown,P0875,BRAND_C,1,1164000,1164000
1667167,01-07-19,0,unknown,unknown,P1489,BRAND_G,2,1164000,2328000
1666783,01-07-19,13880,Bogor,Jawa Barat,P0295,BRAND_B,12,159000,1908000
1666927,01-07-19,18248,Yogyakarta,Yogyakarta,P1699,BRAND_H,12,450000,5400000
1666927,01-07-19,18248,Yogyakarta,Yogyakarta,P1237,BRAND_E,3,1745000,5235000
1667185,01-07-19,17252,Bogor,Jawa Barat,P0164,BRAND_A,1,747000,747000
1667116,01-07-19,14713,Jakarta Timur,DKI Jakarta,P4060,BRAND_W,1,3144000,3144000
1666903,01-07-19,13319,Yogyakarta,Yogyakarta,P0232,BRAND_A,12,450000,5400000
1667113,01-07-19,14944,Bandung,Jawa Barat,P1742,BRAND_H,12,590000,7080000
1666810,01-07-19,16209,Yogyakarta,Yogyakarta,P1885,BRAND_J,24,590000,14160000
1666942,01-07-19,12957,Malang,Jawa Timur,P3261,BRAND_S,12,450000,5400000
1666954,01-07-19,17361,Bandung,Jawa Barat,P2481,BRAND_P,1,590000,590000
1667185,01-07-19,17252,Bogor,Jawa Barat,P2989,BRAND_R,1,450000,450000
1667185,01-07-19,17252,Bogor,Jawa Barat,P3052,BRAND_R,1,450000,450000
1667167,01-07-19,0,unknown,unknown,P4204,BRAND_Z,2,583000,1166000
1667167,01-07-19,0,unknown,unknown,P2436,BRAND_P,1,583000,583000
1667116,01-07-19,14713,Jakarta Timur,DKI Jakarta,P2566,BRAND_P,3,590000,1770000
1667161,01-07-19,16611,Purwokerto,Jawa Tengah,P1320,BRAND_F,6,1325000,7950000
1667074,01-07-19,12843,Jakarta Pusat,DKI Jakarta,P3362,BRAND_S,12,310000,3720000
1667113,01-07-19,14944,Bandung,Jawa Barat,P2119,BRAND_M,24,159000,3816000
1666768,01-07-19,12802,Pekanbaru,Riau,P2855,BRAND_R,24,310000,7440000
1666960,01-07-19,17673,Yogyakarta,Yogyakarta,P0326,BRAND_B,4,450000,1800000
1667167,01-07-19,0,unknown,unknown,P2936,BRAND_R,1,2039000,2039000
1666951,01-07-19,14156,Palangkaraya,Kalimantan Tengah,P1191,BRAND_E,3,2095000,6285000
1667158,01-07-19,12609,Denpasar,Bali,P2874,BRAND_R,2,2900000,5800000
1666807,01-07-19,16235,Bandung,Jawa Barat,P3596,BRAND_S,6,1745000,10470000
1667167,01-07-19,0,unknown,unknown,P2771,BRAND_P,1,873000,873000
1666927,01-07-19,18248,Yogyakarta,Yogyakarta,P3006,BRAND_R,3,1745000,5235000
1666948,01-07-19,15386,Jakarta Pusat,DKI Jakarta,P2880,BRAND_R,12,450000,5400000
1667185,01-07-19,17252,Bogor,Jawa Barat,P2168,BRAND_M,1,747000,747000
1667167,01-07-19,0,unknown,unknown,P2920,BRAND_R,2,1458000,2916000
1667167,01-07-19,0,unknown,unknown,P1285,BRAND_F,1,2039000,2039000
1666954,01-07-19,17361,Bandung,Jawa Barat,P1829,BRAND_I,2,2200000,4400000
1667086,01-07-19,16168,Jakarta Pusat,DKI Jakarta,P1489,BRAND_G,48,520000,24960000
1666891,01-07-19,14732,Jakarta Pusat,DKI Jakarta,P1352,BRAND_F,12,450000,5400000
1667074,01-07-19,12843,Jakarta Pusat,DKI Jakarta,P3363,BRAND_S,12,310000,3720000
1666894,01-07-19,18118,Jakarta Selatan,DKI Jakarta,P1276,BRAND_F,1,2987000,2987000
1666915,01-07-19,15150,Jakarta Pusat,DKI Jakarta,P3523,BRAND_S,8,884000,7072000
1666771,01-07-19,17690,Jakarta Selatan,DKI Jakarta,P2958,BRAND_R,24,450000,10800000
1666948,01-07-19,15386,Jakarta Pusat,DKI Jakarta,P2118,BRAND_M,24,159000,3816000
1666903,01-07-19,13319,Yogyakarta,Yogyakarta,P3304,BRAND_S,12,450000,5400000
1666963,01-07-19,18236,Yogyakarta,Yogyakarta,P0587,BRAND_B,8,904000,7232000
1666894,01-07-19,18118,Jakarta Selatan,DKI Jakarta,P1768,BRAND_H,2,240000,480000
1666933,01-07-19,16520,Yogyakarta,Yogyakarta,P1144,BRAND_D,20,450000,9000000
1666765,01-07-19,16849,Surabaya,Jawa Timur,P1255,BRAND_E,3,1500000,4500000
1666948,01-07-19,15386,Jakarta Pusat,DKI Jakarta,P3049,BRAND_R,12,240000,2880000
1666927,01-07-19,18248,Yogyakarta,Yogyakarta,P4204,BRAND_Z,12,310000,3720000
1666900,01-07-19,14534,Bandung,Jawa Barat,P3082,BRAND_R,2,1045000,2090000
1666942,01-07-19,12957,Malang,Jawa Timur,P2479,BRAND_P,12,450000,5400000
1667167,01-07-19,0,unknown,unknown,P3248,BRAND_S,2,8748000,17496000
1667167,01-07-19,0,unknown,unknown,P3676,BRAND_T,2,873000,1746000
1666774,01-07-19,15073,Bekasi,Jawa Barat,P1430,BRAND_F,4,2340000,9360000
1667185,01-07-19,17252,Bogor,Jawa Barat,P2893,BRAND_R,5,590000,2950000
1666891,01-07-19,14732,Jakarta Pusat,DKI Jakarta,P3395,BRAND_S,24,79000,1896000
1666948,01-07-19,15386,Jakarta Pusat,DKI Jakarta,P0362,BRAND_B,4,1325000,5300000
1667074,01-07-19,12843,Jakarta Pusat,DKI Jakarta,P2968,BRAND_R,2,4475000,8950000
1666945,01-07-19,14623,Jakarta Timur,DKI Jakarta,P0742,BRAND_C,1,1325000,1325000
1667167,01-07-19,0,unknown,unknown,P2460,BRAND_P,1,303000,303000
1666951,01-07-19,14156,Palangkaraya,Kalimantan Tengah,P3665,BRAND_S,2,2375000,4750000
1667167,01-07-19,0,unknown,unknown,P0057,BRAND_A,1,873000,873000
1666948,01-07-19,15386,Jakarta Pusat,DKI Jakarta,P2121,BRAND_M,24,159000,3816000
1666927,01-07-19,18248,Yogyakarta,Yogyakarta,P1114,BRAND_D,2,2795000,5590000
1666774,01-07-19,15073,Bekasi,Jawa Barat,P1420,BRAND_F,10,450000,4500000
1667104,01-07-19,14498,Yogyakarta,Yogyakarta,P0232,BRAND_A,72,383000,27576000
1667185,01-07-19,17252,Bogor,Jawa Barat,P1635,BRAND_G,12,450000,5400000
1666894,01-07-19,18118,Jakarta Selatan,DKI Jakarta,P1915,BRAND_J,3,740000,2220000
1666894,01-07-19,18118,Jakarta Selatan,DKI Jakarta,P0931,BRAND_C,1,1395000,1395000
1666771,01-07-19,17690,Jakarta Selatan,DKI Jakarta,P2953,BRAND_R,12,450000,5400000
1666927,01-07-19,18248,Yogyakarta,Yogyakarta,P0858,BRAND_C,8,1395000,11160000
1666774,01-07-19,15073,Bekasi,Jawa Barat,P1441,BRAND_F,12,450000,5400000
1666894,01-07-19,18118,Jakarta Selatan,DKI Jakarta,P1927,BRAND_K,1,240000,240000
1666942,01-07-19,12957,Malang,Jawa Timur,P1237,BRAND_E,3,1745000,5235000
1666951,01-07-19,14156,Palangkaraya,Kalimantan Tengah,P1667,BRAND_G,8,800000,6400000
1666813,01-07-19,16612,Jakarta Selatan,DKI Jakarta,P3115,BRAND_S,6,1150000,6900000
1666942,01-07-19,12957,Malang,Jawa Timur,P2972,BRAND_R,8,884000,7072000
1667110,01-07-19,15379,Jakarta Pusat,DKI Jakarta,P1896,BRAND_J,10,740000,7400000
1666951,01-07-19,14156,Palangkaraya,Kalimantan Tengah,P3668,BRAND_S,2,2795000,5590000
1667176,01-07-19,15737,Bekasi,Jawa Barat,P0065,BRAND_A,2,2987000,5974000
1667185,01-07-19,17252,Bogor,Jawa Barat,P2003,BRAND_L,1,450000,450000
1666762,01-07-19,15687,Jakarta Selatan,DKI Jakarta,P1418,BRAND_F,12,590000,7080000
1667116,01-07-19,14713,Jakarta Timur,DKI Jakarta,P3827,BRAND_V,6,450000,2700000
1666915,01-07-19,15150,Jakarta Pusat,DKI Jakarta,P4193,BRAND_Z,8,1024000,8192000
1666807,01-07-19,16235,Bandung,Jawa Barat,P3245,BRAND_S,4,1745000,6980000
1667167,01-07-19,0,unknown,unknown,P2520,BRAND_P,3,2913000,8739000
1667110,01-07-19,15379,Jakarta Pusat,DKI Jakarta,P3744,BRAND_T,5,747000,3735000
1666915,01-07-19,15150,Jakarta Pusat,DKI Jakarta,P0752,BRAND_C,1,5945000,5945000
1666753,01-07-19,16906,Bekasi,Jawa Barat,P2873,BRAND_R,2,2900000,5800000
1667110,01-07-19,15379,Jakarta Pusat,DKI Jakarta,P3645,BRAND_S,10,590000,5900000
1666813,01-07-19,16612,Jakarta Selatan,DKI Jakarta,P3256,BRAND_S,3,1745000,5235000
1667185,01-07-19,17252,Bogor,Jawa Barat,P1556,BRAND_G,1,1045000,1045000
1666933,01-07-19,16520,Yogyakarta,Yogyakarta,P2806,BRAND_P,1,740000,740000
1678015,01-08-19,0,unknown,unknown,P1226,BRAND_E,2,873000,1746000
1678012,01-08-19,0,unknown,unknown,P1835,BRAND_I,5,303000,1515000
1678015,01-08-19,0,unknown,unknown,P0347,BRAND_B,2,303000,606000
1677607,01-08-19,13583,Surakarta,Jawa Tengah,P3223,BRAND_S,24,240000,5760000
1677868,01-08-19,15719,Jakarta Barat,DKI Jakarta,P1896,BRAND_J,2,740000,1480000
1677979,01-08-19,13835,Yogyakarta,Yogyakarta,P3374,BRAND_S,4,1500000,6000000
1678015,01-08-19,0,unknown,unknown,P0064,BRAND_A,2,1458000,2916000
1678015,01-08-19,0,unknown,unknown,P3645,BRAND_S,3,583000,1749000
1678012,01-08-19,0,unknown,unknown,P1879,BRAND_J,1,450000,450000
1678015,01-08-19,0,unknown,unknown,P0454,BRAND_B,1,303000,303000
1677514,01-08-19,17651,Jakarta Pusat,DKI Jakarta,P2093,BRAND_L,10,590000,5900000
1677985,01-08-19,13743,Jakarta Timur,DKI Jakarta,P2452,BRAND_P,24,590000,14160000
1677886,01-08-19,12362,Medan,Sumatra Utara,P2763,BRAND_P,12,590000,7080000
1678072,01-08-19,17107,Jakarta Selatan,DKI Jakarta,P1899,BRAND_J,10,740000,7400000
1677604,01-08-19,14217,Yogyakarta,Yogyakarta,P0414,BRAND_B,2,2987000,5974000
1678015,01-08-19,0,unknown,unknown,P0084,BRAND_A,12,873000,10476000
1678039,01-08-19,13486,Jakarta Pusat,DKI Jakarta,P2511,BRAND_P,6,904000,5424000
1677904,01-08-19,13842,Jakarta Selatan,DKI Jakarta,P4059,BRAND_W,2,2795000,5590000
1678012,01-08-19,0,unknown,unknown,P2492,BRAND_P,1,2039000,2039000
1678015,01-08-19,0,unknown,unknown,P1896,BRAND_J,5,873000,4365000
1678015,01-08-19,0,unknown,unknown,P2167,BRAND_M,1,583000,583000
1678051,01-08-19,16842,Yogyakarta,Yogyakarta,P1901,BRAND_J,10,740000,7400000
1678027,01-08-19,14493,Bekasi,Jawa Barat,P0289,BRAND_A,24,205000,4920000
1678015,01-08-19,0,unknown,unknown,P2097,BRAND_L,1,1458000,1458000
1678072,01-08-19,17107,Jakarta Selatan,DKI Jakarta,P1112,BRAND_D,10,2375000,23750000
1677925,01-08-19,13158,Bandung,Jawa Barat,P2097,BRAND_L,10,590000,5900000
1678015,01-08-19,0,unknown,unknown,P2479,BRAND_P,1,873000,873000
1678015,01-08-19,0,unknown,unknown,P0164,BRAND_A,2,583000,1166000
1677901,01-08-19,12471,Denpasar,Bali,P3291,BRAND_S,6,1465000,8790000
1678009,01-08-19,17315,Jakarta Selatan,DKI Jakarta,P2521,BRAND_P,2,1745000,3490000
1678012,01-08-19,0,unknown,unknown,P1127,BRAND_D,1,2623000,2623000
1678012,01-08-19,0,unknown,unknown,P1098,BRAND_D,1,5539000,5539000
1677607,01-08-19,13583,Surakarta,Jawa Tengah,P3596,BRAND_S,6,1745000,10470000
1677988,01-08-19,15241,Jakarta Selatan,DKI Jakarta,P3304,BRAND_S,36,450000,16200000
1677988,01-08-19,15241,Jakarta Selatan,DKI Jakarta,P1819,BRAND_I,24,54000,1296000
1677868,01-08-19,15719,Jakarta Barat,DKI Jakarta,P3127,BRAND_S,3,590000,1770000
1678015,01-08-19,0,unknown,unknown,P0778,BRAND_C,1,1458000,1458000
1678012,01-08-19,0,unknown,unknown,P0064,BRAND_A,1,1458000,1458000
1678072,01-08-19,17107,Jakarta Selatan,DKI Jakarta,P1203,BRAND_E,1,740000,740000
1678069,01-08-19,15416,Yogyakarta,Yogyakarta,P3668,BRAND_S,2,2795000,5590000
1677994,01-08-19,16156,Malang,Jawa Timur,P2739,BRAND_P,8,310000,2480000
1677868,01-08-19,15719,Jakarta Barat,DKI Jakarta,P3631,BRAND_S,3,310000,930000
1678015,01-08-19,0,unknown,unknown,P2901,BRAND_R,6,303000,1818000
1678015,01-08-19,0,unknown,unknown,P1507,BRAND_G,2,303000,606000
1677607,01-08-19,13583,Surakarta,Jawa Tengah,P0893,BRAND_C,12,310000,3720000
1678015,01-08-19,0,unknown,unknown,P1552,BRAND_G,1,2039000,2039000
1678015,01-08-19,0,unknown,unknown,P1254,BRAND_E,2,159000,318000
1678015,01-08-19,0,unknown,unknown,P2897,BRAND_R,1,1458000,1458000
1678015,01-08-19,0,unknown,unknown,P2196,BRAND_M,1,303000,303000
1677901,01-08-19,12471,Denpasar,Bali,P3776,BRAND_T,6,740000,4440000
1678039,01-08-19,13486,Jakarta Pusat,DKI Jakarta,P3475,BRAND_S,12,345000,4140000
1678015,01-08-19,0,unknown,unknown,P3307,BRAND_S,1,1164000,1164000
1678012,01-08-19,0,unknown,unknown,P0590,BRAND_B,1,11664000,11664000
1678015,01-08-19,0,unknown,unknown,P0658,BRAND_C,2,1164000,2328000
1678012,01-08-19,0,unknown,unknown,P3866,BRAND_V,1,2623000,2623000
1678072,01-08-19,17107,Jakarta Selatan,DKI Jakarta,P3736,BRAND_T,3,303000,909000
1677880,01-08-19,16743,Bogor,Jawa Barat,P3025,BRAND_R,1,590000,590000
1678072,01-08-19,17107,Jakarta Selatan,DKI Jakarta,P1124,BRAND_D,20,2375000,47500000
1678015,01-08-19,0,unknown,unknown,P1182,BRAND_E,1,1164000,1164000
1677868,01-08-19,15719,Jakarta Barat,DKI Jakarta,P2807,BRAND_P,2,450000,900000
1677952,01-08-19,17611,Jakarta Pusat,DKI Jakarta,P2870,BRAND_R,1,2900000,2900000
1678075,01-08-19,15675,Yogyakarta,Yogyakarta,P2789,BRAND_P,100,26000,2600000
1677895,01-08-19,12471,Denpasar,Bali,P0170,BRAND_A,4,1325000,5300000
1678015,01-08-19,0,unknown,unknown,P0237,BRAND_A,1,873000,873000
1677922,01-08-19,15356,Surabaya,Jawa Timur,P0792,BRAND_C,3,747000,2241000
1677991,01-08-19,17696,Surakarta,Jawa Tengah,P2027,BRAND_L,6,450000,2700000
1678021,01-08-19,13699,Jakarta Selatan,DKI Jakarta,P1108,BRAND_D,4,2795000,11180000
1678012,01-08-19,0,unknown,unknown,P3906,BRAND_V,1,2623000,2623000
1678015,01-08-19,0,unknown,unknown,P0263,BRAND_A,3,583000,1749000
1678015,01-08-19,0,unknown,unknown,P4064,BRAND_W,3,303000,909000
1677952,01-08-19,17611,Jakarta Pusat,DKI Jakarta,P3779,BRAND_T,2,1164000,2328000
1678072,01-08-19,17107,Jakarta Selatan,DKI Jakarta,P1099,BRAND_D,20,2375000,47500000
1677886,01-08-19,12362,Medan,Sumatra Utara,P3391,BRAND_S,6,1045000,6270000
1677868,01-08-19,15719,Jakarta Barat,DKI Jakarta,P0728,BRAND_C,2,149000,298000
1677607,01-08-19,13583,Surakarta,Jawa Tengah,P3007,BRAND_R,2,3494000,6988000
1678063,01-08-19,16012,Jakarta Selatan,DKI Jakarta,P2968,BRAND_R,1,4475000,4475000
1677868,01-08-19,15719,Jakarta Barat,DKI Jakarta,P2866,BRAND_R,1,1045000,1045000
1677967,01-08-19,15769,Purwokerto,Jawa Tengah,P1905,BRAND_J,100,639000,63900000
1678015,01-08-19,0,unknown,unknown,P0057,BRAND_A,2,450000,900000
1678015,01-08-19,0,unknown,unknown,P2331,BRAND_N,1,1458000,1458000
1678012,01-08-19,0,unknown,unknown,P2573,BRAND_P,3,3789000,11367000
1678012,01-08-19,0,unknown,unknown,P3909,BRAND_V,1,5833000,5833000
1677994,01-08-19,16156,Malang,Jawa Timur,P3341,BRAND_S,24,205000,4920000
1678081,01-08-19,14657,Jakarta Barat,DKI Jakarta,P0765,BRAND_C,1,1465000,1465000
1678072,01-08-19,17107,Jakarta Selatan,DKI Jakarta,P1868,BRAND_J,2,1500000,3000000
1678069,01-08-19,15416,Yogyakarta,Yogyakarta,P2103,BRAND_L,10,590000,5900000
1678012,01-08-19,0,unknown,unknown,P2975,BRAND_R,1,1164000,1164000
1678015,01-08-19,0,unknown,unknown,P2559,BRAND_P,9,159000,1431000
1678012,01-08-19,0,unknown,unknown,P3266,BRAND_S,2,3789000,7578000
1677886,01-08-19,12362,Medan,Sumatra Utara,P3667,BRAND_S,2,2987000,5974000
1678012,01-08-19,0,unknown,unknown,P3081,BRAND_R,1,2039000,2039000
1678015,01-08-19,0,unknown,unknown,P2851,BRAND_R,1,583000,583000
1678051,01-08-19,16842,Yogyakarta,Yogyakarta,P0169,BRAND_A,4,1325000,5300000
1677916,01-08-19,17892,Jakarta Selatan,DKI Jakarta,P1259,BRAND_E,6,159000,954000
1678018,01-08-19,13752,Bekasi,Jawa Barat,P0158,BRAND_A,24,240000,5760000
1677601,01-08-19,13291,Jakarta Barat,DKI Jakarta,P0282,BRAND_A,24,113000,2712000
1678015,01-08-19,0,unknown,unknown,P2870,BRAND_R,1,5833000,5833000
1678072,01-08-19,17107,Jakarta Selatan,DKI Jakarta,P1098,BRAND_D,10,2375000,23750000
1678015,01-08-19,0,unknown,unknown,P4009,BRAND_W,5,1045000,5225000
1677601,01-08-19,13291,Jakarta Barat,DKI Jakarta,P3629,BRAND_S,8,450000,3600000
1677868,01-08-19,15719,Jakarta Barat,DKI Jakarta,P0733,BRAND_C,5,310000,1550000
1677955,01-08-19,18013,Jakarta Selatan,DKI Jakarta,P2133,BRAND_M,1,1045000,1045000
1677520,01-08-19,12540,Palembang,Sumatra Selatan,P3069,BRAND_R,6,1045000,6270000
1678015,01-08-19,0,unknown,unknown,P0884,BRAND_C,1,1748000,1748000
1677955,01-08-19,18013,Jakarta Selatan,DKI Jakarta,P2115,BRAND_M,48,159000,7632000
1677607,01-08-19,13583,Surakarta,Jawa Tengah,P1999,BRAND_L,12,590000,7080000
1678012,01-08-19,0,unknown,unknown,P1891,BRAND_J,1,1458000,1458000
1677922,01-08-19,15356,Surabaya,Jawa Timur,P1813,BRAND_I,5,747000,3735000
1677601,01-08-19,13291,Jakarta Barat,DKI Jakarta,P3261,BRAND_S,1,450000,450000
1678012,01-08-19,0,unknown,unknown,P3077,BRAND_R,7,583000,4081000
1677895,01-08-19,12471,Denpasar,Bali,P2968,BRAND_R,16,3844000,61504000
1678012,01-08-19,0,unknown,unknown,P2969,BRAND_R,1,2623000,2623000
1678012,01-08-19,0,unknown,unknown,P1907,BRAND_J,1,1458000,1458000
1677763,01-08-19,16814,Surabaya,Jawa Timur,P3827,BRAND_V,12,450000,5400000
1677952,01-08-19,17611,Jakarta Pusat,DKI Jakarta,P0580,BRAND_B,5,695000,3475000
1678012,01-08-19,0,unknown,unknown,P3483,BRAND_S,1,583000,583000
1678021,01-08-19,13699,Jakarta Selatan,DKI Jakarta,P1098,BRAND_D,2,2795000,5590000
1678063,01-08-19,16012,Jakarta Selatan,DKI Jakarta,P2759,BRAND_P,12,590000,7080000
1677955,01-08-19,18013,Jakarta Selatan,DKI Jakarta,P3752,BRAND_T,8,450000,3600000
1678069,01-08-19,15416,Yogyakarta,Yogyakarta,P2667,BRAND_P,6,1920000,11520000
1677922,01-08-19,15356,Surabaya,Jawa Timur,P0171,BRAND_A,3,1325000,3975000
1677880,01-08-19,16743,Bogor,Jawa Barat,P3293,BRAND_S,1,1465000,1465000
1678024,01-08-19,15144,Jakarta Barat,DKI Jakarta,P2761,BRAND_P,24,590000,14160000
1678015,01-08-19,0,unknown,unknown,P3371,BRAND_S,2,2623000,5246000
1678015,01-08-19,0,unknown,unknown,P1020,BRAND_D,2,303000,606000
1678027,01-08-19,14493,Bekasi,Jawa Barat,P3506,BRAND_S,4,2900000,11600000
1677931,01-08-19,15505,Jakarta Selatan,DKI Jakarta,P1815,BRAND_I,10,1395000,13950000
1678012,01-08-19,0,unknown,unknown,P3336,BRAND_S,3,873000,2619000
1678015,01-08-19,0,unknown,unknown,P2591,BRAND_P,2,1164000,2328000
1678072,01-08-19,17107,Jakarta Selatan,DKI Jakarta,P2807,BRAND_P,6,450000,2700000
1678012,01-08-19,0,unknown,unknown,P0898,BRAND_C,1,1458000,1458000
1677904,01-08-19,13842,Jakarta Selatan,DKI Jakarta,P3546,BRAND_S,12,590000,7080000
1678072,01-08-19,17107,Jakarta Selatan,DKI Jakarta,P2000,BRAND_L,3,1045000,3135000
1677991,01-08-19,17696,Surakarta,Jawa Tengah,P3779,BRAND_T,4,1164000,4656000
1678015,01-08-19,0,unknown,unknown,P2533,BRAND_P,1,303000,303000
1678012,01-08-19,0,unknown,unknown,P0575,BRAND_B,1,303000,303000
1678012,01-08-19,0,unknown,unknown,P0725,BRAND_C,2,2039000,4078000
1678015,01-08-19,0,unknown,unknown,P3395,BRAND_S,1,303000,303000
1678015,01-08-19,0,unknown,unknown,P3060,BRAND_R,1,1458000,1458000
1677955,01-08-19,18013,Jakarta Selatan,DKI Jakarta,P1169,BRAND_E,2,695000,1390000
1677955,01-08-19,18013,Jakarta Selatan,DKI Jakarta,P3497,BRAND_S,5,86000,430000
1677979,01-08-19,13835,Yogyakarta,Yogyakarta,P3744,BRAND_T,5,747000,3735000
1678015,01-08-19,0,unknown,unknown,P0235,BRAND_A,1,2623000,2623000
1677769,01-08-19,15249,Bekasi,Jawa Barat,P2086,BRAND_L,20,590000,11800000
1678015,01-08-19,0,unknown,unknown,P3488,BRAND_S,4,303000,1212000
1678027,01-08-19,14493,Bekasi,Jawa Barat,P2521,BRAND_P,12,1745000,20940000
1677952,01-08-19,17611,Jakarta Pusat,DKI Jakarta,P2912,BRAND_R,12,149000,1788000
1677952,01-08-19,17611,Jakarta Pusat,DKI Jakarta,P3442,BRAND_S,6,590000,3540000
1678069,01-08-19,15416,Yogyakarta,Yogyakarta,P2974,BRAND_R,12,590000,7080000
1677607,01-08-19,13583,Surakarta,Jawa Tengah,P3363,BRAND_S,12,310000,3720000
1678027,01-08-19,14493,Bekasi,Jawa Barat,P0251,BRAND_A,12,159000,1908000
1677964,01-08-19,17069,Jakarta Pusat,DKI Jakarta,P0588,BRAND_B,1,5945000,5945000
1677607,01-08-19,13583,Surakarta,Jawa Tengah,P3362,BRAND_S,12,310000,3720000
1677868,01-08-19,15719,Jakarta Barat,DKI Jakarta,P1903,BRAND_J,6,740000,4440000
1677607,01-08-19,13583,Surakarta,Jawa Tengah,P1639,BRAND_G,4,1325000,5300000
1677952,01-08-19,17611,Jakarta Pusat,DKI Jakarta,P1116,BRAND_D,1,2795000,2795000
1678012,01-08-19,0,unknown,unknown,P3910,BRAND_V,1,4664000,4664000
1677994,01-08-19,16156,Malang,Jawa Timur,P1905,BRAND_J,10,740000,7400000
1677967,01-08-19,15769,Purwokerto,Jawa Tengah,P1897,BRAND_J,300,639000,191700000
1677982,01-08-19,13681,Jakarta Pusat,DKI Jakarta,P3546,BRAND_S,6,590000,3540000
1678015,01-08-19,0,unknown,unknown,P2384,BRAND_O,1,873000,873000
1677934,01-08-19,14459,Jakarta Pusat,DKI Jakarta,P4077,BRAND_W,6,3494000,20964000
1678072,01-08-19,17107,Jakarta Selatan,DKI Jakarta,P1532,BRAND_G,3,1395000,4185000
1677769,01-08-19,15249,Bekasi,Jawa Barat,P2099,BRAND_L,20,590000,11800000
